"split","rel_path","abs_path","label","class_name","exists","is_reverse","base_id"
"train","train/drink/3VgR9J3vLob-a54_77-b78_154.mp4","/path/to/RetailCabinet-4/videos/train/drink/3VgR9J3vLob-a54_77-b78_154.mp4","0","drink","1","0","3VgR9J3vLob-a54_77-b78_154"
"train","train/drink/3VgR9J3vLob-a54_77-b78_154__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/3VgR9J3vLob-a54_77-b78_154__rev.mp4","0","drink","1","1","3VgR9J3vLob-a54_77-b78_154"
"train","train/drink/4556rB90313-a60_86-b87_190.mp4","/path/to/RetailCabinet-4/videos/train/drink/4556rB90313-a60_86-b87_190.mp4","0","drink","1","0","4556rB90313-a60_86-b87_190"
"train","train/drink/4556rB90313-a60_86-b87_190__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/4556rB90313-a60_86-b87_190__rev.mp4","0","drink","1","1","4556rB90313-a60_86-b87_190"
"train","train/drink/4878nN56z20-a63_81-b82_203.mp4","/path/to/RetailCabinet-4/videos/train/drink/4878nN56z20-a63_81-b82_203.mp4","0","drink","1","0","4878nN56z20-a63_81-b82_203"
"train","train/drink/4878nN56z20-a63_81-b82_203__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/4878nN56z20-a63_81-b82_203__rev.mp4","0","drink","1","1","4878nN56z20-a63_81-b82_203"
"train","train/drink/4aR68749MRU-a52_71-b72_165.mp4","/path/to/RetailCabinet-4/videos/train/drink/4aR68749MRU-a52_71-b72_165.mp4","0","drink","1","0","4aR68749MRU-a52_71-b72_165"
"train","train/drink/4aR68749MRU-a52_71-b72_165__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/4aR68749MRU-a52_71-b72_165__rev.mp4","0","drink","1","1","4aR68749MRU-a52_71-b72_165"
"train","train/drink/54x583Xli0d-a68_106-b107_230.mp4","/path/to/RetailCabinet-4/videos/train/drink/54x583Xli0d-a68_106-b107_230.mp4","0","drink","1","0","54x583Xli0d-a68_106-b107_230"
"train","train/drink/54x583Xli0d-a68_106-b107_230__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/54x583Xli0d-a68_106-b107_230__rev.mp4","0","drink","1","1","54x583Xli0d-a68_106-b107_230"
"train","train/drink/5905Q9cTx7-a64_121-b122_257.mp4","/path/to/RetailCabinet-4/videos/train/drink/5905Q9cTx7-a64_121-b122_257.mp4","0","drink","1","0","5905Q9cTx7-a64_121-b122_257"
"train","train/drink/5905Q9cTx7-a64_121-b122_257__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/5905Q9cTx7-a64_121-b122_257__rev.mp4","0","drink","1","1","5905Q9cTx7-a64_121-b122_257"
"train","train/drink/5MBp61R40b8-a50_65-b66_148.mp4","/path/to/RetailCabinet-4/videos/train/drink/5MBp61R40b8-a50_65-b66_148.mp4","0","drink","1","0","5MBp61R40b8-a50_65-b66_148"
"train","train/drink/5MBp61R40b8-a50_65-b66_148__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/5MBp61R40b8-a50_65-b66_148__rev.mp4","0","drink","1","1","5MBp61R40b8-a50_65-b66_148"
"train","train/drink/5mY228N1gG-a58_89-b90_204__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/5mY228N1gG-a58_89-b90_204__rev.mp4","0","drink","1","1","5mY228N1gG-a58_89-b90_204"
"train","train/drink/5Y2Wd02H1XC-a52_73-b74_154.mp4","/path/to/RetailCabinet-4/videos/train/drink/5Y2Wd02H1XC-a52_73-b74_154.mp4","0","drink","1","0","5Y2Wd02H1XC-a52_73-b74_154"
"train","train/drink/5Y2Wd02H1XC-a52_73-b74_154__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/5Y2Wd02H1XC-a52_73-b74_154__rev.mp4","0","drink","1","1","5Y2Wd02H1XC-a52_73-b74_154"
"train","train/drink/609h69nOJYJ-a63_85-b86_184.mp4","/path/to/RetailCabinet-4/videos/train/drink/609h69nOJYJ-a63_85-b86_184.mp4","0","drink","1","0","609h69nOJYJ-a63_85-b86_184"
"train","train/drink/609h69nOJYJ-a63_85-b86_184__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/609h69nOJYJ-a63_85-b86_184__rev.mp4","0","drink","1","1","609h69nOJYJ-a63_85-b86_184"
"train","train/drink/68Xs7o2C5d3-a78_133-b134_280.mp4","/path/to/RetailCabinet-4/videos/train/drink/68Xs7o2C5d3-a78_133-b134_280.mp4","0","drink","1","0","68Xs7o2C5d3-a78_133-b134_280"
"train","train/drink/68Xs7o2C5d3-a78_133-b134_280__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/68Xs7o2C5d3-a78_133-b134_280__rev.mp4","0","drink","1","1","68Xs7o2C5d3-a78_133-b134_280"
"train","train/drink/7193pM9q7P-a49_66-b67_135.mp4","/path/to/RetailCabinet-4/videos/train/drink/7193pM9q7P-a49_66-b67_135.mp4","0","drink","1","0","7193pM9q7P-a49_66-b67_135"
"train","train/drink/7193pM9q7P-a49_66-b67_135__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/7193pM9q7P-a49_66-b67_135__rev.mp4","0","drink","1","1","7193pM9q7P-a49_66-b67_135"
"train","train/drink/790a5801c3-a52_69-b70_135.mp4","/path/to/RetailCabinet-4/videos/train/drink/790a5801c3-a52_69-b70_135.mp4","0","drink","1","0","790a5801c3-a52_69-b70_135"
"train","train/drink/790a5801c3-a52_69-b70_135__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/790a5801c3-a52_69-b70_135__rev.mp4","0","drink","1","1","790a5801c3-a52_69-b70_135"
"train","train/drink/7IR121H16X7-a73_96-b97_180.mp4","/path/to/RetailCabinet-4/videos/train/drink/7IR121H16X7-a73_96-b97_180.mp4","0","drink","1","0","7IR121H16X7-a73_96-b97_180"
"train","train/drink/7IR121H16X7-a73_96-b97_180__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/7IR121H16X7-a73_96-b97_180__rev.mp4","0","drink","1","1","7IR121H16X7-a73_96-b97_180"
"train","train/drink/7ZA947RQE9-a70_122-b123_254.mp4","/path/to/RetailCabinet-4/videos/train/drink/7ZA947RQE9-a70_122-b123_254.mp4","0","drink","1","0","7ZA947RQE9-a70_122-b123_254"
"train","train/drink/7ZA947RQE9-a70_122-b123_254__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/7ZA947RQE9-a70_122-b123_254__rev.mp4","0","drink","1","1","7ZA947RQE9-a70_122-b123_254"
"train","train/drink/84F58zDPmi-a57_81-b82_162.mp4","/path/to/RetailCabinet-4/videos/train/drink/84F58zDPmi-a57_81-b82_162.mp4","0","drink","1","0","84F58zDPmi-a57_81-b82_162"
"train","train/drink/84F58zDPmi-a57_81-b82_162__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/84F58zDPmi-a57_81-b82_162__rev.mp4","0","drink","1","1","84F58zDPmi-a57_81-b82_162"
"train","train/drink/891W5d1XU5-a44_66-b67_144.mp4","/path/to/RetailCabinet-4/videos/train/drink/891W5d1XU5-a44_66-b67_144.mp4","0","drink","1","0","891W5d1XU5-a44_66-b67_144"
"train","train/drink/891W5d1XU5-a44_66-b67_144__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/891W5d1XU5-a44_66-b67_144__rev.mp4","0","drink","1","1","891W5d1XU5-a44_66-b67_144"
"train","train/drink/8H42l5DEJ4O-a72_118-b119_256.mp4","/path/to/RetailCabinet-4/videos/train/drink/8H42l5DEJ4O-a72_118-b119_256.mp4","0","drink","1","0","8H42l5DEJ4O-a72_118-b119_256"
"train","train/drink/8H42l5DEJ4O-a72_118-b119_256__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/8H42l5DEJ4O-a72_118-b119_256__rev.mp4","0","drink","1","1","8H42l5DEJ4O-a72_118-b119_256"
"train","train/drink/95g6ZD3txc-a78_104-b105_198.mp4","/path/to/RetailCabinet-4/videos/train/drink/95g6ZD3txc-a78_104-b105_198.mp4","0","drink","1","0","95g6ZD3txc-a78_104-b105_198"
"train","train/drink/95g6ZD3txc-a78_104-b105_198__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/95g6ZD3txc-a78_104-b105_198__rev.mp4","0","drink","1","1","95g6ZD3txc-a78_104-b105_198"
"train","train/drink/9s1o9Z3201-a56_79-b80_167.mp4","/path/to/RetailCabinet-4/videos/train/drink/9s1o9Z3201-a56_79-b80_167.mp4","0","drink","1","0","9s1o9Z3201-a56_79-b80_167"
"train","train/drink/9s1o9Z3201-a56_79-b80_167__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/9s1o9Z3201-a56_79-b80_167__rev.mp4","0","drink","1","1","9s1o9Z3201-a56_79-b80_167"
"train","train/drink/a3B87pcl738-a57_77-b78_157.mp4","/path/to/RetailCabinet-4/videos/train/drink/a3B87pcl738-a57_77-b78_157.mp4","0","drink","1","0","a3B87pcl738-a57_77-b78_157"
"train","train/drink/a3B87pcl738-a57_77-b78_157__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/a3B87pcl738-a57_77-b78_157__rev.mp4","0","drink","1","1","a3B87pcl738-a57_77-b78_157"
"train","train/drink/A3Y6392c58f-a59_83-b84_162.mp4","/path/to/RetailCabinet-4/videos/train/drink/A3Y6392c58f-a59_83-b84_162.mp4","0","drink","1","0","A3Y6392c58f-a59_83-b84_162"
"train","train/drink/A3Y6392c58f-a59_83-b84_162__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/A3Y6392c58f-a59_83-b84_162__rev.mp4","0","drink","1","1","A3Y6392c58f-a59_83-b84_162"
"train","train/drink/a742I488w8-a51_73-b74_164.mp4","/path/to/RetailCabinet-4/videos/train/drink/a742I488w8-a51_73-b74_164.mp4","0","drink","1","0","a742I488w8-a51_73-b74_164"
"train","train/drink/a742I488w8-a51_73-b74_164__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/a742I488w8-a51_73-b74_164__rev.mp4","0","drink","1","1","a742I488w8-a51_73-b74_164"
"train","train/drink/a8d3025W35-a54_73-b74_150.mp4","/path/to/RetailCabinet-4/videos/train/drink/a8d3025W35-a54_73-b74_150.mp4","0","drink","1","0","a8d3025W35-a54_73-b74_150"
"train","train/drink/a8d3025W35-a54_73-b74_150__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/a8d3025W35-a54_73-b74_150__rev.mp4","0","drink","1","1","a8d3025W35-a54_73-b74_150"
"train","train/drink/a8u2e78586-a55_74-b75_149.mp4","/path/to/RetailCabinet-4/videos/train/drink/a8u2e78586-a55_74-b75_149.mp4","0","drink","1","0","a8u2e78586-a55_74-b75_149"
"train","train/drink/a8u2e78586-a55_74-b75_149__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/a8u2e78586-a55_74-b75_149__rev.mp4","0","drink","1","1","a8u2e78586-a55_74-b75_149"
"train","train/drink/b632XpJ97q-a73_115-b116_237.mp4","/path/to/RetailCabinet-4/videos/train/drink/b632XpJ97q-a73_115-b116_237.mp4","0","drink","1","0","b632XpJ97q-a73_115-b116_237"
"train","train/drink/b632XpJ97q-a73_115-b116_237__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/b632XpJ97q-a73_115-b116_237__rev.mp4","0","drink","1","1","b632XpJ97q-a73_115-b116_237"
"train","train/drink/c8cP80qQ07k-a51_68-b69_131.mp4","/path/to/RetailCabinet-4/videos/train/drink/c8cP80qQ07k-a51_68-b69_131.mp4","0","drink","1","0","c8cP80qQ07k-a51_68-b69_131"
"train","train/drink/c8cP80qQ07k-a51_68-b69_131__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/c8cP80qQ07k-a51_68-b69_131__rev.mp4","0","drink","1","1","c8cP80qQ07k-a51_68-b69_131"
"train","train/drink/Cd4t73I566Q-a62_87-b88_195.mp4","/path/to/RetailCabinet-4/videos/train/drink/Cd4t73I566Q-a62_87-b88_195.mp4","0","drink","1","0","Cd4t73I566Q-a62_87-b88_195"
"train","train/drink/Cd4t73I566Q-a62_87-b88_195__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/Cd4t73I566Q-a62_87-b88_195__rev.mp4","0","drink","1","1","Cd4t73I566Q-a62_87-b88_195"
"train","train/drink/ch5Fv90Z2Z1-a78_102-b103_185.mp4","/path/to/RetailCabinet-4/videos/train/drink/ch5Fv90Z2Z1-a78_102-b103_185.mp4","0","drink","1","0","ch5Fv90Z2Z1-a78_102-b103_185"
"train","train/drink/ch5Fv90Z2Z1-a78_102-b103_185__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/ch5Fv90Z2Z1-a78_102-b103_185__rev.mp4","0","drink","1","1","ch5Fv90Z2Z1-a78_102-b103_185"
"train","train/drink/DiA595Q01O-a57_80-b81_181.mp4","/path/to/RetailCabinet-4/videos/train/drink/DiA595Q01O-a57_80-b81_181.mp4","0","drink","1","0","DiA595Q01O-a57_80-b81_181"
"train","train/drink/DiA595Q01O-a57_80-b81_181__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/DiA595Q01O-a57_80-b81_181__rev.mp4","0","drink","1","1","DiA595Q01O-a57_80-b81_181"
"train","train/drink/dUvRll79JLu-a45_65-b66_135.mp4","/path/to/RetailCabinet-4/videos/train/drink/dUvRll79JLu-a45_65-b66_135.mp4","0","drink","1","0","dUvRll79JLu-a45_65-b66_135"
"train","train/drink/dUvRll79JLu-a45_65-b66_135__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/dUvRll79JLu-a45_65-b66_135__rev.mp4","0","drink","1","1","dUvRll79JLu-a45_65-b66_135"
"train","train/drink/g1pj19E0SSD-a51_70-b71_148.mp4","/path/to/RetailCabinet-4/videos/train/drink/g1pj19E0SSD-a51_70-b71_148.mp4","0","drink","1","0","g1pj19E0SSD-a51_70-b71_148"
"train","train/drink/g1pj19E0SSD-a51_70-b71_148__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/g1pj19E0SSD-a51_70-b71_148__rev.mp4","0","drink","1","1","g1pj19E0SSD-a51_70-b71_148"
"train","train/drink/GtbSq63U89-a55_75-b76_152.mp4","/path/to/RetailCabinet-4/videos/train/drink/GtbSq63U89-a55_75-b76_152.mp4","0","drink","1","0","GtbSq63U89-a55_75-b76_152"
"train","train/drink/GtbSq63U89-a55_75-b76_152__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/GtbSq63U89-a55_75-b76_152__rev.mp4","0","drink","1","1","GtbSq63U89-a55_75-b76_152"
"train","train/drink/K17m140Z89-a51_99-b100_240.mp4","/path/to/RetailCabinet-4/videos/train/drink/K17m140Z89-a51_99-b100_240.mp4","0","drink","1","0","K17m140Z89-a51_99-b100_240"
"train","train/drink/K17m140Z89-a51_99-b100_240__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/K17m140Z89-a51_99-b100_240__rev.mp4","0","drink","1","1","K17m140Z89-a51_99-b100_240"
"train","train/drink/K66w44K6n43-a53_79-b80_143.mp4","/path/to/RetailCabinet-4/videos/train/drink/K66w44K6n43-a53_79-b80_143.mp4","0","drink","1","0","K66w44K6n43-a53_79-b80_143"
"train","train/drink/K66w44K6n43-a53_79-b80_143__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/K66w44K6n43-a53_79-b80_143__rev.mp4","0","drink","1","1","K66w44K6n43-a53_79-b80_143"
"train","train/drink/k7363h72B3S-a66_83-b84_186.mp4","/path/to/RetailCabinet-4/videos/train/drink/k7363h72B3S-a66_83-b84_186.mp4","0","drink","1","0","k7363h72B3S-a66_83-b84_186"
"train","train/drink/k7363h72B3S-a66_83-b84_186__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/k7363h72B3S-a66_83-b84_186__rev.mp4","0","drink","1","1","k7363h72B3S-a66_83-b84_186"
"train","train/drink/L6Ef027c3p-a50_70-b71_147.mp4","/path/to/RetailCabinet-4/videos/train/drink/L6Ef027c3p-a50_70-b71_147.mp4","0","drink","1","0","L6Ef027c3p-a50_70-b71_147"
"train","train/drink/L6Ef027c3p-a50_70-b71_147__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/L6Ef027c3p-a50_70-b71_147__rev.mp4","0","drink","1","1","L6Ef027c3p-a50_70-b71_147"
"train","train/drink/L823r2R6y6-a47_66-b67_136.mp4","/path/to/RetailCabinet-4/videos/train/drink/L823r2R6y6-a47_66-b67_136.mp4","0","drink","1","0","L823r2R6y6-a47_66-b67_136"
"train","train/drink/L823r2R6y6-a47_66-b67_136__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/L823r2R6y6-a47_66-b67_136__rev.mp4","0","drink","1","1","L823r2R6y6-a47_66-b67_136"
"train","train/drink/m49VqjgT8v0-a80_95-b96_199.mp4","/path/to/RetailCabinet-4/videos/train/drink/m49VqjgT8v0-a80_95-b96_199.mp4","0","drink","1","0","m49VqjgT8v0-a80_95-b96_199"
"train","train/drink/m49VqjgT8v0-a80_95-b96_199__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/m49VqjgT8v0-a80_95-b96_199__rev.mp4","0","drink","1","1","m49VqjgT8v0-a80_95-b96_199"
"train","train/drink/Mz75d2B8394-a78_105-b106_209.mp4","/path/to/RetailCabinet-4/videos/train/drink/Mz75d2B8394-a78_105-b106_209.mp4","0","drink","1","0","Mz75d2B8394-a78_105-b106_209"
"train","train/drink/Mz75d2B8394-a78_105-b106_209__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/Mz75d2B8394-a78_105-b106_209__rev.mp4","0","drink","1","1","Mz75d2B8394-a78_105-b106_209"
"train","train/drink/NJ8P2b5hD0-a72_92-b93_174.mp4","/path/to/RetailCabinet-4/videos/train/drink/NJ8P2b5hD0-a72_92-b93_174.mp4","0","drink","1","0","NJ8P2b5hD0-a72_92-b93_174"
"train","train/drink/NJ8P2b5hD0-a72_92-b93_174__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/NJ8P2b5hD0-a72_92-b93_174__rev.mp4","0","drink","1","1","NJ8P2b5hD0-a72_92-b93_174"
"train","train/drink/nV1jTC720X-a68_120-b121_251.mp4","/path/to/RetailCabinet-4/videos/train/drink/nV1jTC720X-a68_120-b121_251.mp4","0","drink","1","0","nV1jTC720X-a68_120-b121_251"
"train","train/drink/nV1jTC720X-a68_120-b121_251__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/nV1jTC720X-a68_120-b121_251__rev.mp4","0","drink","1","1","nV1jTC720X-a68_120-b121_251"
"train","train/drink/Nv28y0221t-a52_78-b79_160.mp4","/path/to/RetailCabinet-4/videos/train/drink/Nv28y0221t-a52_78-b79_160.mp4","0","drink","1","0","Nv28y0221t-a52_78-b79_160"
"train","train/drink/Nv28y0221t-a52_78-b79_160__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/Nv28y0221t-a52_78-b79_160__rev.mp4","0","drink","1","1","Nv28y0221t-a52_78-b79_160"
"train","train/drink/o3MI81941Q3-a51_69-b70_149.mp4","/path/to/RetailCabinet-4/videos/train/drink/o3MI81941Q3-a51_69-b70_149.mp4","0","drink","1","0","o3MI81941Q3-a51_69-b70_149"
"train","train/drink/o3MI81941Q3-a51_69-b70_149__rev.mp4","/path/to/RetailCabinet-4/videos/train/drink/o3MI81941Q3-a51_69-b70_149__rev.mp4","0","drink","1","1","o3MI81941Q3-a51_69-b70_149"
